"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"2087","0","0","0","0","0","0","13","4","198","46","17","1","1.2105263157894737","0"
"2088","25","8","3","27","13","0","2","0","44","23","9","2","1.6428571428571428","0"
"2089","7","0","0","12","6","1","20","8","1","60","20","1","1.2","0"
"2090","0","0","0","0","0","0","6","5","175","41","9","2","1.8636363636363635","0"
"2091","0","0","0","0","0","0","1","0","3","7","5","0","1","0"
"2092","0","0","0","0","0","0","3","1","108","27","12","1","1.4210526315789473","0"
"2093","18","2","5","44","6","2","8","3","209","46","9","2","1.6428571428571428","0"
"2094","0","0","0","0","0","0","5","0","201","0","0","0","0","0"
"2095","0","0","0","0","0","0","5","6","57","48","16","1","1.6551724137931034","0"
"2096","0","0","0","0","0","0","10","6","59","70","20","3","1.627906976744186","0"
"2097","13","2","1","19","9","1","1","0","257","2","2","0","0.6666666666666666","0"
"2098","0","0","0","0","0","0","5","2","109","21","7","0","1.2352941176470589","0"
"2099","0","0","0","0","0","0","4","0","254","5","3","0","0.625","0"
"2100","18","5","3","30","6","1","1","0","48","2","2","0","0.6666666666666666","0"
"2101","25","6","1","30","15","1","2","0","49","2","0","0","0.6666666666666666","1"
"2102","25","6","3","31","14","0","0","2","53","13","5","0","1.8571428571428572","2"
"2103","26","11","5","41","7","2","2","0","148","4","4","0","0.6666666666666666","0"
"2104","0","0","0","0","0","0","5","0","116","3","3","0","0.375","0"
"2105","24","8","2","32","12","2","13","9","7","74","23","1","1.510204081632653","0"
"2106","0","0","0","0","0","0","12","2","12","27","9","1","1.0384615384615385","0"
"2107","0","0","0","0","0","0","3","0","64","2","2","0","0.4","0"
"2108","0","0","0","0","0","0","1","0","73","1","1","0","0.5","0"
"2109","0","0","0","0","0","0","12","4","16","64","13","4","1.7297297297297298","0"
"2110","0","0","0","0","0","0","0","0","10","13","1","2","4.333333333333333","0"
"2111","0","0","0","0","0","0","5","3","74","36","10","2","1.7142857142857142","0"
"2112","0","0","0","0","0","0","8","2","249","9","1","0","0.8181818181818182","0"
"2113","0","0","0","0","0","0","17","6","193","81","27","3","1.3728813559322033","0"
"2114","0","0","0","0","0","0","2","1","79","6","2","0","1.2","0"
"2115","19","5","3","34","8","2","2","5","77","54","14","3","2.16","1"
"2116","0","0","0","0","0","0","2","0","60","2","2","0","0.5","0"
"2117","0","0","0","0","0","0","8","3","144","29","11","0","1.16","0"
"2118","0","0","0","0","0","0","6","7","227","33","5","0","1.8333333333333333","0"
"2119","0","0","0","0","0","0","1","0","101","4","4","0","0.8","0"
"2120","18","8","0","15","9","1","6","1","163","36","20","2","1.2413793103448276","1"
"2121","13","3","1","14","8","0","4","1","229","20","8","0","1.1764705882352942","0"
"2122","7","2","1","9","3","0","3","2","240","20","6","0","1.4285714285714286","1"
"2123","25","6","3","34","14","1","1","1","69","10","4","0","1.4285714285714286","0"
"2124","12","5","2","13","5","0","1","0","230","0","0","0","0","0"
"2125","20","6","7","37","5","0","1","0","4","0","0","0","0","0"
"2126","0","0","0","0","0","0","8","7","87","31","3","0","1.7222222222222223","0"
"2127","0","0","0","0","0","0","11","6","36","56","22","1","1.3333333333333333","0"
"2128","0","0","0","0","0","0","11","4","246","35","11","1","1.25","0"
"2129","12","1","1","15","9","0","11","1","40","17","9","0","0.7391304347826086","0"
"2130","24","9","4","29","9","0","0","1","27","15","3","1","2.5","3"
"2131","0","0","0","0","0","0","1","1","267","4","0","0","2","0"
"2132","0","0","0","0","0","0","1","1","199","24","9","1","1.7142857142857142","0"
"2133","0","0","0","0","0","0","9","3","23","20","6","0","1.0526315789473684","0"
"2134","20","5","1","26","10","1","13","4","29","54","22","2","1.255813953488372","1"
"2135","0","0","0","0","0","0","7","0","28","7","5","0","0.5384615384615384","0"
"2136","0","0","0","0","0","0","4","0","25","9","5","0","0.8181818181818182","0"
"2137","0","0","0","0","0","0","2","1","34","7","3","0","1.1666666666666667","0"
"2138","25","17","1","14","5","0","1","0","217","5","5","0","0.8333333333333334","2"
"2139","26","10","1","27","11","1","3","0","161","8","2","0","1","0"
"2140","20","4","3","31","11","1","1","0","261","4","0","0","1.3333333333333333","0"
"2141","0","0","0","0","0","0","20","4","193","55","10","2","1.25","0"
"2142","14","3","2","20","7","0","7","0","79","8","8","0","0.5333333333333333","0"
"2143","24","9","1","24","12","1","9","1","77","31","11","2","1.24","1"
"2144","6","1","3","14","2","0","1","0","143","13","5","1","1.625","0"
"2145","0","0","0","0","0","0","14","2","1","34","14","2","1.0625","0"
"2146","0","0","0","0","0","0","4","6","175","36","6","1","2.1176470588235294","0"
"2147","0","0","0","0","0","0","17","5","3","51","12","2","1.3421052631578947","0"
"2148","0","0","0","0","0","0","2","0","108","0","0","0","0","0"
"2149","18","4","2","26","10","1","1","0","209","1","1","0","0.5","1"
"2150","0","0","0","0","0","0","8","0","85","13","5","1","0.8666666666666667","0"
"2151","0","0","0","0","0","0","2","0","221","17","5","2","1.8888888888888888","0"
"2152","18","4","2","30","10","2","1","0","17","7","5","0","1","0"
"2153","19","10","1","15","5","0","1","0","13","0","0","0","0","2"
"2154","26","7","6","46","8","1","2","0","15","0","0","0","0","0"
"2155","25","6","2","45","12","3","0","0","160","1","1","0","1","0"
"2156","0","0","0","0","0","0","9","1","201","6","0","0","0.5454545454545454","0"
"2157","6","3","0","3","3","0","1","0","59","0","0","0","0","0"
"2158","0","0","0","0","0","0","4","5","57","33","3","0","2.2","0"
"2159","24","11","2","19","11","0","4","0","257","9","2","0","1.125","2"
"2160","0","0","0","0","0","0","22","1","109","18","12","0","0.5","0"
"2161","23","8","4","27","11","0","2","0","53","2","2","0","0.5","0"
"2162","0","0","0","0","0","0","9","1","187","26","14","0","0.9285714285714286","0"
"2163","12","3","2","21","5","1","3","0","49","2","2","0","0.4","0"
"2164","12","3","1","17","7","1","1","0","48","1","1","0","0.5","0"
"2165","24","11","1","16","12","0","0","0","148","13","11","0","1.0833333333333333","1"
"2166","12","6","1","9","5","0","3","0","71","1","1","0","0.25","0"
"2167","12","1","1","16","8","0","1","0","62","2","2","0","0.6666666666666666","0"
"2168","0","0","0","0","0","0","15","10","144","93","29","2","1.5","0"
"2169","0","0","0","0","0","0","3","0","227","0","0","0","0","0"
"2170","0","0","0","0","0","0","4","3","101","17","3","0","1.5454545454545454","0"
"2171","0","0","0","0","0","0","11","4","163","35","17","0","1.0606060606060606","0"
"2172","12","3","1","19","6","1","3","3","240","26","6","1","1.8571428571428572","1"
"2173","0","0","0","0","0","0","1","0","229","1","1","0","0.5","0"
"2174","0","0","0","0","0","0","3","2","241","9","1","0","1.5","0"
"2175","0","0","0","0","0","0","5","0","198","0","0","0","0","0"
"2176","0","0","0","0","0","0","8","1","247","15","6","0","0.9375","0"
"2177","25","10","7","37","7","0","1","0","46","1","1","0","0.5","3"
"2178","6","3","1","6","2","0","7","0","228","23","13","1","1","0"
"2179","0","0","0","0","0","0","9","2","248","28","13","0","1.037037037037037","0"
"2180","26","7","3","28","16","0","3","0","44","10","4","1","1.25","0"
"2181","21","6","4","34","8","1","3","2","263","31","9","1","1.631578947368421","1"
"2182","0","0","0","0","0","0","7","0","183","20","8","2","1.1764705882352942","0"
"2183","0","0","0","0","0","0","6","1","117","12","2","1","1.2","0"
"2184","0","0","0","0","0","0","1","0","74","0","0","0","0","0"
"2185","0","0","0","0","0","0","1","0","193","0","0","0","0","0"
"2186","0","0","0","0","0","0","17","7","79","58","16","0","1.2340425531914894","0"
"2187","0","0","0","0","0","0","10","1","249","42","14","3","1.3548387096774193","0"
"2188","24","5","3","33","15","1","8","2","77","20","10","0","0.9523809523809523","1"
"2189","25","9","1","34","8","2","3","0","203","13","3","1","1.4444444444444444","3"
"2190","0","0","0","0","0","0","0","0","269","6","2","0","1.5","0"
"2191","24","9","6","40","6","1","15","1","7","30","22","0","0.75","0"
"2192","0","0","0","0","0","0","12","8","12","53","12","0","1.4722222222222223","0"
"2193","0","0","0","0","0","0","2","0","64","37","15","3","1.6818181818181819","0"
"2194","0","0","0","0","0","0","3","0","73","3","1","0","0.6","0"
"2195","12","3","0","16","6","1","2","0","16","3","1","0","0.75","0"
"2196","0","0","0","0","0","0","1","0","10","4","0","0","1.3333333333333333","0"
"2197","18","7","0","21","5","1","5","0","66","5","1","0","0.625","1"
"2198","26","13","2","20","10","0","1","0","111","0","0","0","0","3"
"2199","25","9","1","27","11","1","2","0","103","2","2","0","0.5","1"
"2200","0","0","0","0","0","0","12","4","270","22","4","0","1.0476190476190477","0"
"2201","0","0","0","0","0","0","8","3","144","31","13","0","1.1481481481481481","0"
"2202","0","0","0","0","0","0","7","1","101","38","14","2","1.3571428571428572","0"
"2203","0","0","0","0","0","0","5","2","227","25","11","0","1.1904761904761905","0"
"2204","0","0","0","0","0","0","2","3","163","22","10","0","1.4666666666666666","0"
"2205","24","10","0","15","13","0","1","2","240","45","3","5","3.4615384615384617","1"
"2206","0","0","0","0","0","0","4","5","201","32","4","1","2.1333333333333333","0"
"2207","0","0","0","0","0","0","4","3","59","24","12","0","1.263157894736842","0"
"2208","0","0","0","0","0","0","2","3","57","17","3","0","1.8888888888888888","0"
"2209","0","0","0","0","0","0","2","0","109","13","11","0","0.9285714285714286","0"
"2210","0","0","0","0","0","0","3","0","128","4","4","0","0.5714285714285714","0"
"2211","24","5","0","27","15","1","3","0","257","2","2","0","0.4","0"
"2212","24","5","2","42","12","3","7","0","213","33","19","1","1.064516129032258","1"
"2213","18","4","5","31","7","0","5","0","148","13","11","0","0.7647058823529411","0"
"2214","28","11","3","35","9","1","0","0","126","6","4","0","1.2","2"
"2215","0","0","0","0","0","0","8","2","1","10","2","0","0.8333333333333334","0"
"2216","20","8","4","35","3","0","2","0","175","7","1","1","1.75","1"
"2217","0","0","0","0","0","0","4","0","3","0","0","0","0","0"
"2218","12","1","2","23","7","1","2","0","9","2","2","0","0.5","0"
"2219","0","0","0","0","0","0","13","2","108","32","14","0","1","0"
"2220","7","1","1","15","3","1","20","4","209","55","23","2","1.0784313725490196","0"
"2221","0","0","0","0","0","0","1","0","85","1","1","0","0.5","0"
"2222","6","1","0","10","4","1","4","0","20","22","3","2","2","0"
"2223","13","5","2","14","6","0","2","2","17","9","1","0","1.8","0"
"2224","15","7","1","21","5","2","0","0","151","1","1","0","1","0"
"2225","0","0","0","0","0","0","14","4","199","58","19","2","1.3488372093023255","0"
"2226","12","4","0","18","6","2","11","11","29","85","12","3","2.073170731707317","1"
"2227","0","0","0","0","0","0","4","1","241","9","2","0","1.125","0"
"2228","0","0","0","0","0","0","5","1","198","8","4","0","0.8","0"
"2229","0","0","0","0","0","0","1","0","271","0","0","0","0","0"
"2230","24","13","3","24","4","0","14","2","46","23","6","0","0.92","0"
"2231","0","0","0","0","0","0","13","1","228","14","6","0","0.6363636363636364","0"
"2232","0","0","0","0","0","0","4","2","44","12","4","0","1.2","0"
"2233","6","1","4","17","1","0","10","4","248","32","10","0","1.1851851851851851","0"
"2234","0","0","0","0","0","0","5","3","183","32","8","1","1.6","0"
"2235","25","11","1","23","7","0","3","0","7","0","0","0","0","1"
"2236","0","0","0","0","0","0","8","10","166","62","8","2","2.1379310344827585","0"
"2237","0","0","0","0","0","0","9","3","116","14","0","0","1.0769230769230769","0"
"2238","0","0","0","0","0","0","9","2","64","27","5","1","1.2857142857142858","0"
"2239","0","0","0","0","0","0","6","2","16","14","4","0","1.0769230769230769","0"
"2240","0","0","0","0","0","0","6","0","73","10","4","1","0.9090909090909091","0"
"2241","0","0","0","0","0","0","2","1","12","5","1","0","1.25","0"
"2242","0","0","0","0","0","0","6","3","199","19","0","0","1.5833333333333333","0"
"2243","0","0","0","0","0","0","4","0","23","1","1","0","0.2","0"
"2244","0","0","0","0","0","0","2","0","28","0","0","0","0","0"
"2245","18","9","2","15","7","0","11","2","29","18","5","0","0.9","0"
"2246","0","0","0","0","0","0","11","2","25","15","4","0","0.8333333333333334","0"
"2247","17","5","0","16","8","0","3","0","113","1","1","0","0.25","0"
"2248","0","0","0","0","0","0","8","2","34","32","16","0","1.0666666666666667","0"
"2249","24","9","4","28","10","0","7","0","217","6","6","0","0.46153846153846156","1"
"2250","14","5","1","16","7","0","5","0","137","3","3","0","0.375","0"
"2251","25","12","2","24","7","0","5","1","261","17","7","1","1.2142857142857142","2"
"2252","0","0","0","0","0","0","25","5","57","62","17","0","1.087719298245614","0"
"2253","0","0","0","0","0","0","7","2","109","19","5","0","1.1176470588235294","0"
"2254","0","0","0","0","0","0","13","2","187","27","19","0","0.7941176470588235","0"
"2255","0","0","0","0","0","0","21","13","87","99","23","2","1.523076923076923","0"
"2256","0","0","0","0","0","0","1","0","119","0","0","0","0","0"
"2257","0","0","0","0","0","0","17","9","36","53","9","1","1.4324324324324325","0"
"2258","12","3","1","22","6","2","9","1","40","21","9","1","1","1"
"2259","19","6","3","35","5","2","0","0","27","1","1","0","1","1"
"2260","0","0","0","0","0","0","2","2","74","9","1","0","1.8","0"
"2261","0","0","0","0","0","0","12","5","249","26","6","0","1.1304347826086956","0"
"2262","0","0","0","0","0","0","12","3","193","45","15","3","1.3636363636363635","0"
"2263","6","1","1","8","4","0","7","6","79","69","19","3","1.7692307692307692","0"
"2264","12","5","1","16","4","1","3","0","77","5","3","0","0.7142857142857143","0"
"2265","24","9","5","32","8","0","3","1","265","18","6","1","1.5","0"
"2266","0","0","0","0","0","0","0","1","269","6","2","0","2","0"
"2267","24","8","1","22","12","0","16","4","230","44","19","0","1.0232558139534884","1"
"2268","0","0","0","0","0","0","9","3","144","20","6","0","1.0526315789473684","0"
"2269","0","0","0","0","0","0","9","3","227","53","12","4","1.8275862068965518","0"
"2270","26","5","2","28","18","0","2","0","240","23","3","3","2.5555555555555554","3"
"2271","0","0","0","0","0","0","3","3","163","42","8","3","2.210526315789474","0"
"2272","0","0","0","0","0","0","1","1","67","9","5","0","1.2857142857142858","0"
"2273","0","0","0","0","0","0","10","2","116","16","4","0","0.8888888888888888","0"
"2274","25","8","4","41","9","2","7","0","7","14","6","1","0.9333333333333333","2"
"2275","0","0","0","0","0","0","2","2","12","16","6","0","1.4545454545454546","0"
"2276","6","1","0","10","4","1","3","1","166","22","10","1","1.375","1"
"2277","0","0","0","0","0","0","2","0","64","5","5","0","0.7142857142857143","0"
"2278","0","0","0","0","0","0","3","0","73","9","7","0","0.8181818181818182","0"
"2279","0","0","0","0","0","0","4","4","16","37","15","1","1.5416666666666667","0"
"2280","25","10","1","18","14","0","2","0","111","0","0","0","0","0"
"2281","18","8","5","26","4","0","4","1","66","12","8","0","0.9230769230769231","0"
"2282","18","13","4","17","1","0","9","7","46","44","8","1","1.6923076923076923","0"
"2283","0","0","0","0","0","0","12","3","198","19","7","0","0.8636363636363636","0"
"2284","21","4","5","32","12","0","4","1","44","8","4","0","0.8888888888888888","0"
"2285","7","3","0","5","3","0","7","0","272","21","11","1","1","0"
"2286","7","1","0","16","4","2","2","1","248","8","4","0","1.1428571428571428","0"
"2287","0","0","0","0","0","0","2","0","183","2","2","0","0.5","0"
"2288","0","0","0","0","0","0","6","0","232","8","5","0","0.6666666666666666","0"
"2289","6","1","1","14","2","1","3","1","247","13","9","0","1","0"
"2290","19","6","2","20","10","0","2","0","55","5","1","0","1","0"
"2291","12","5","3","16","4","0","1","1","56","4","0","0","2","0"
"2292","0","0","0","0","0","0","4","1","3","6","2","0","0.8571428571428571","0"
"2293","0","0","0","0","0","0","2","0","175","1","1","0","0.3333333333333333","0"
"2294","0","0","0","0","0","0","14","5","221","47","19","1","1.175","0"
"2295","0","0","0","0","0","0","20","11","1","79","19","2","1.462962962962963","0"
"2296","0","0","0","0","0","0","3","2","87","22","2","2","2.4444444444444446","0"
"2297","0","0","0","0","0","0","18","8","119","91","27","5","1.5423728813559323","0"
"2298","0","0","0","0","0","0","8","5","36","33","9","0","1.375","0"
"2299","6","2","1","7","3","0","3","0","40","1","1","0","0.25","0"
"2300","22","6","6","45","7","2","4","4","27","45","13","1","1.6666666666666667","0"
"2301","0","0","0","0","0","0","4","2","199","14","6","0","1.1666666666666667","0"
"2302","0","0","0","0","0","0","6","1","23","5","1","0","0.625","0"
"2303","24","6","3","33","13","1","10","5","29","49","11","3","1.6896551724137931","1"
"2304","0","0","0","0","0","0","14","7","34","55","13","2","1.4864864864864864","0"
"2305","0","0","0","0","0","0","1","5","28","57","17","2","1.9655172413793103","0"
"2306","25","5","6","50","10","2","1","2","113","15","3","0","1.875","1"
"2307","0","0","0","0","0","0","5","2","74","10","2","0","1.1111111111111112","0"
"2308","0","0","0","0","0","0","6","2","249","25","9","1","1.3157894736842106","0"
"2309","0","0","0","0","0","0","3","1","193","6","2","0","1","0"
"2310","0","0","0","0","0","0","4","2","79","12","4","0","1.2","0"
"2311","12","5","0","8","6","0","11","3","77","54","10","5","1.8","0"
"2312","13","5","3","19","3","0","7","0","265","13","11","0","0.6842105263157895","1"
"2313","0","0","0","0","0","0","5","0","269","7","7","0","0.5833333333333334","0"
"2314","24","9","2","21","13","0","4","0","83","4","4","0","0.5","1"
"2315","25","8","0","29","13","2","2","2","250","14","2","0","1.75","1"
"2316","6","2","0","14","2","2","6","2","147","11","3","0","1","0"
"2317","0","0","0","0","0","0","7","2","187","23","11","0","1.0454545454545454","0"
"2318","0","0","0","0","0","0","5","0","57","4","4","0","0.4444444444444444","0"
"2319","18","4","1","23","11","1","11","1","257","54","24","3","1.255813953488372","1"
"2320","0","0","0","0","0","0","1","0","109","1","1","0","0.5","0"
"2321","24","9","1","28","12","2","5","0","148","5","5","0","0.5","1"
"2322","24","9","3","33","7","1","5","2","71","23","7","1","1.4375","2"
"2323","0","0","0","0","0","0","2","0","226","1","1","0","0.3333333333333333","0"
"2324","0","0","0","0","0","0","5","1","60","10","4","0","0.9090909090909091","0"
"2325","0","0","0","0","0","0","11","4","101","47","19","1","1.236842105263158","0"
"2326","15","5","4","22","6","0","15","2","163","19","9","0","0.7037037037037037","0"
"2327","13","6","1","11","5","0","2","1","229","12","8","0","1.0909090909090908","1"
"2328","13","6","0","7","7","0","4","0","94","6","4","0","0.6666666666666666","0"
"2329","0","0","0","0","0","0","4","3","227","28","6","1","1.75","0"
"2330","6","0","1","9","5","0","1","1","273","8","2","0","1.6","0"
"2331","19","6","3","28","8","1","0","0","230","2","2","0","1","0"
"2332","6","1","1","13","3","1","15","4","1","43","15","2","1.1944444444444444","0"
"2333","0","0","0","0","0","0","24","8","3","72","24","0","1.180327868852459","0"
"2334","12","5","2","14","4","0","3","1","9","20","8","1","1.4285714285714286","0"
"2335","0","0","0","0","0","0","4","2","60","17","2","0","1.7","0"
"2336","0","0","0","0","0","0","6","2","144","10","2","0","1","0"
"2337","0","0","0","0","0","0","6","2","67","22","6","0","1.2222222222222223","0"
"2338","0","0","0","0","0","0","13","4","227","44","18","0","1.1","0"
"2339","0","0","0","0","0","0","2","0","163","3","1","0","0.75","0"
"2340","0","0","0","0","0","0","7","3","101","54","16","4","1.7419354838709677","0"
"2341","26","10","0","17","15","0","2","1","240","34","4","3","2.4285714285714284","4"
"2342","12","1","3","25","7","1","5","2","7","11","1","0","1.2222222222222223","0"
"2343","0","0","0","0","0","0","9","3","12","24","10","0","1.0434782608695652","0"
"2344","24","8","1","20","14","0","6","2","166","20","3","0","1.3333333333333333","1"
"2345","0","0","0","0","0","0","4","2","64","26","4","2","2","0"
"2346","0","0","0","0","0","0","7","1","73","34","22","1","1.0625","0"
"2347","6","2","0","10","2","1","3","1","16","11","1","0","1.375","0"
"2348","0","0","0","0","0","0","3","0","116","7","7","0","0.7","0"
"2349","19","8","4","29","4","0","1","0","2","1","1","0","0.5","0"
"2350","13","4","1","25","3","2","1","0","66","8","6","0","1","0"
"2351","27","10","4","43","7","2","3","1","111","5","1","0","1","3"
"2352","26","7","1","32","12","1","1","0","103","2","2","0","0.6666666666666666","1"
"2353","0","0","0","0","0","0","5","1","199","16","3","1","1.4545454545454546","0"
"2354","0","0","0","0","0","0","7","2","23","9","1","0","0.9","0"
"2355","0","0","0","0","0","0","13","3","34","42","24","1","1.024390243902439","0"
"2356","2","2","0","0","0","0","2","0","29","2","2","0","0.5","1"
"2357","0","0","0","0","0","0","11","3","28","34","16","0","1.0303030303030303","0"
"2358","18","9","2","15","7","0","1","0","113","4","2","0","1","1"
"2359","0","0","0","0","0","0","4","2","136","28","6","2","1.8666666666666667","0"
"2360","24","15","0","14","8","1","1","1","217","7","3","0","1.4","1"
"2361","0","0","0","0","0","0","13","1","74","16","4","1","0.8","0"
"2362","0","0","0","0","0","0","14","1","117","19","8","0","0.7307692307692307","0"
"2363","0","0","0","0","0","0","3","1","193","4","0","0","1","0"
"2364","0","0","0","0","0","0","3","0","79","2","2","0","0.4","0"
"2365","25","10","2","23","11","0","10","3","77","28","7","0","1.2173913043478262","1"
"2366","0","0","0","0","0","0","3","0","249","2","2","0","0.4","0"
"2367","0","0","0","0","0","0","9","2","269","17","7","0","0.8947368421052632","0"
"2368","25","9","3","31","11","1","2","1","203","15","3","1","1.875","3"
"2369","24","9","3","24","12","0","1","0","176","0","0","0","0","1"
"2370","24","7","1","27","13","1","3","0","86","1","1","0","0.25","1"
"2371","25","9","3","37","10","2","3","0","84","0","0","0","0","1"
"2372","0","0","0","0","0","0","3","1","74","4","0","0","1","0"
"2373","0","0","0","0","0","0","18","4","223","43","17","1","1.0238095238095237","0"
"2374","0","0","0","0","0","0","1","0","249","0","0","0","0","0"
"2375","0","0","0","0","0","0","3","0","79","1","1","0","0.25","0"
"2376","18","7","2","18","8","0","6","0","77","2","2","0","0.25","0"
"2377","0","0","0","0","0","0","8","1","143","5","1","0","0.5","0"
"2378","0","0","0","0","0","0","14","2","75","24","10","1","0.8888888888888888","0"
"2379","19","12","2","14","4","0","7","0","203","3","3","0","0.3","0"
"2380","18","4","2","25","11","1","6","0","250","0","0","0","0","1"
"2381","23","12","2","22","8","1","2","0","86","0","0","0","0","0"
"2382","6","2","2","10","2","0","5","1","166","30","12","2","1.4285714285714286","0"
"2383","0","0","0","0","0","0","10","5","12","35","15","0","1.1666666666666667","0"
"2384","0","0","0","0","0","0","7","1","199","27","9","2","1.35","0"
"2385","0","0","0","0","0","0","21","1","23","18","8","1","0.5806451612903226","0"
"2386","14","4","2","21","7","1","8","3","29","60","17","3","1.6216216216216217","2"
"2387","0","0","0","0","0","0","2","2","34","15","7","0","1.3636363636363635","0"
"2388","0","0","0","0","0","0","4","2","28","22","8","1","1.4666666666666666","0"
"2389","19","8","3","20","8","0","1","1","113","15","1","1","2.5","2"
"2390","0","0","0","0","0","0","1","1","136","11","0","0","2.75","0"
"2391","0","0","0","0","0","0","8","0","60","0","0","0","0","0"
"2392","0","0","0","0","0","0","18","7","144","53","23","0","1.0816326530612246","0"
"2393","0","0","0","0","0","0","10","2","67","32","12","2","1.2307692307692308","0"
"2394","0","0","0","0","0","0","1","1","227","23","11","1","1.5333333333333334","0"
"2395","0","0","0","0","0","0","2","0","101","0","0","0","0","0"
"2396","0","0","0","0","0","0","3","0","163","6","2","0","0.8571428571428571","0"
"2397","24","3","2","45","13","3","3","3","240","27","1","2","2.7","1"
"2398","25","9","2","34","10","2","2","0","4","1","1","0","0.3333333333333333","1"
"2399","26","12","2","25","11","1","0","0","115","2","2","0","1","2"
"2400","25","11","4","33","7","0","0","0","164","1","1","0","1","1"
"2401","0","0","0","0","0","0","19","6","136","67","27","2","1.1964285714285714","0"
"2402","0","0","0","0","0","0","3","1","199","4","0","0","1","0"
"2403","6","3","0","3","3","0","9","4","29","33","15","0","1.1379310344827587","2"
"2404","0","0","0","0","0","0","2","1","28","29","15","1","1.380952380952381","0"
"2405","19","2","5","32","12","0","2","1","113","15","5","1","1.6666666666666667","0"
"2406","0","0","0","0","0","0","0","1","80","5","1","0","2.5","0"
"2407","18","5","5","34","6","1","11","7","7","60","23","0","1.3636363636363635","2"
"2408","0","0","0","0","0","0","12","3","233","27","13","0","0.9310344827586207","0"
"2409","19","7","2","19","9","0","6","0","44","11","5","1","0.9166666666666666","1"
"2410","0","0","0","0","0","0","2","1","108","28","10","2","1.75","0"
"2411","0","0","0","0","0","0","4","1","234","6","0","0","1","0"
"2412","0","0","0","0","0","0","3","2","20","14","4","0","1.4","0"
"2413","24","7","3","26","14","0","1","0","151","3","1","0","1","1"
"2414","18","2","1","19","15","0","0","0","49","1","1","0","1","0"
"2415","0","0","0","0","0","0","6","2","60","24","5","1","1.6","0"
"2416","0","0","0","0","0","0","14","4","277","29","9","0","1","0"
"2417","0","0","0","0","0","0","3","0","36","0","0","0","0","0"
"2418","0","0","0","0","0","0","6","1","112","6","2","0","0.6666666666666666","0"
"2419","0","0","0","0","0","0","8","0","163","14","8","1","0.8235294117647058","0"
"2420","18","6","3","25","5","0","6","1","278","26","10","2","1.368421052631579","0"
"2421","0","0","0","0","0","0","5","2","130","28","10","1","1.4","0"
"2422","25","16","3","18","6","0","2","1","111","7","3","0","1.1666666666666667","2"
"2423","24","9","2","28","10","1","0","0","148","2","2","0","1","0"
"2424","26","11","2","26","12","1","0","0","15","1","1","0","1","0"
"2425","0","0","0","0","0","0","11","4","271","21","3","0","1.105263157894737","0"
"2426","0","0","0","0","0","0","15","2","12","30","16","0","0.8333333333333334","0"
"2427","24","6","2","31","13","1","14","8","210","67","19","1","1.425531914893617","0"
"2428","0","0","0","0","0","0","8","4","3","46","18","2","1.4375","0"
"2429","0","0","0","0","0","0","11","2","76","38","11","1","1.3103448275862069","0"
"2430","0","0","0","0","0","0","6","2","87","19","11","0","1","0"
"2431","0","0","0","0","0","0","6","3","123","33","10","0","1.434782608695652","0"
"2432","25","8","2","28","14","1","5","2","51","23","7","1","1.4375","1"
"2433","6","1","0","20","2","3","1","0","281","0","0","0","0","1"
"2434","0","0","0","0","0","0","2","0","21","2","2","0","0.5","0"
"2435","0","0","0","0","0","0","7","3","282","42","12","2","1.5555555555555556","0"
"2436","24","7","2","30","12","1","3","0","147","2","2","0","0.4","1"
"2437","12","4","2","14","6","0","8","4","16","23","5","0","1.2777777777777777","1"
"2438","0","0","0","0","0","0","15","1","128","55","19","5","1.3414634146341464","0"
"2439","0","0","0","0","0","0","7","2","101","27","13","0","1.08","0"
"2440","14","3","1","19","8","0","1","3","280","13","1","0","2.6","0"
"2441","0","0","0","0","0","0","2","0","201","1","1","0","0.3333333333333333","0"
"2442","0","0","0","0","0","0","9","2","59","19","3","1","1.1875","0"
"2443","0","0","0","0","0","0","2","0","283","0","0","0","0","0"
"2444","13","5","1","13","5","0","7","1","272","9","5","0","0.6923076923076923","0"
"2445","0","0","0","0","0","0","14","2","198","30","12","1","0.967741935483871","0"
"2446","0","0","0","0","0","0","8","3","75","27","15","0","1.0384615384615385","0"
"2447","20","8","1","15","11","0","1","0","27","0","0","0","0","1"
"2448","24","14","0","16","8","1","1","1","191","8","4","0","1.3333333333333333","0"
"2449","27","7","3","30","16","0","2","0","205","0","0","0","0","1"
"2450","12","2","2","17","7","0","4","0","244","1","1","0","0.2","0"
"2451","12","7","1","8","4","0","5","0","13","0","0","0","0","0"
"2452","0","0","0","0","0","0","2","0","74","1","1","0","0.3333333333333333","0"
"2453","0","0","0","0","0","0","2","0","119","2","2","0","0.5","0"
"2454","0","0","0","0","0","0","4","1","180","6","0","0","1","0"
"2455","0","0","0","0","0","0","7","0","109","0","0","0","0","0"
"2456","21","8","3","27","9","1","11","3","67","17","3","0","0.9444444444444444","1"
"2457","0","0","0","0","0","0","3","3","287","12","0","0","2","0"
"2458","18","8","5","26","4","0","17","6","230","54","20","1","1.173913043478261","1"
"2459","6","3","1","12","0","1","16","0","31","15","9","0","0.5357142857142857","0"
"2460","19","8","2","28","6","2","2","0","2","4","4","0","0.6666666666666666","1"
