"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"440","18","9","3","28","4","2","5","0","80","6","6","0","0.5454545454545454","0"
"441","0","0","0","0","0","0","7","3","79","41","10","2","1.7083333333333333","0"
"442","25","10","2","24","10","0","15","4","75","76","16","6","1.6888888888888889","1"
"443","6","2","2","10","2","0","2","0","82","2","2","0","0.5","0"
"444","18","5","4","36","6","2","2","0","83","9","3","0","1.125","1"
"445","25","5","7","59","7","3","1","1","84","6","2","0","1.5","1"
"446","0","0","0","0","0","0","6","4","57","32","11","0","1.391304347826087","0"
"447","12","4","1","21","5","2","8","2","59","20","10","0","0.9523809523809523","1"
"448","0","0","0","0","0","0","1","0","60","3","1","0","1","0"
"449","0","0","0","0","0","0","6","0","128","23","11","0","1","0"
"450","0","0","0","0","0","0","8","1","109","15","3","0","0.9375","0"
"451","0","0","0","0","0","0","5","1","147","18","8","1","1.2","0"
"452","20","6","2","27","9","1","2","0","148","4","2","0","0.8","2"
"453","26","13","3","24","8","0","5","2","48","40","2","4","2.5","3"
"454","15","3","3","38","3","2","0","0","92","1","1","0","1","0"
"455","0","0","0","0","0","0","9","1","44","8","2","0","0.6153846153846154","0"
"456","0","0","0","0","0","0","12","4","97","31","11","0","1.0689655172413792","0"
"457","0","0","0","0","0","0","3","0","47","2","2","0","0.4","0"
"458","24","11","3","24","8","0","7","4","46","81","20","5","1.9285714285714286","2"
"459","24","6","1","47","7","4","6","1","55","11","3","0","0.9166666666666666","0"
"460","0","0","0","0","0","0","1","0","141","2","2","0","0.6666666666666666","0"
"461","6","0","1","9","5","0","14","4","16","26","3","0","1.1304347826086956","0"
"462","0","0","0","0","0","0","1","3","131","21","3","1","2.625","0"
"463","0","0","0","0","0","0","5","2","12","29","17","0","1.1153846153846154","0"
"464","0","0","0","0","0","0","5","0","10","11","9","0","0.7333333333333333","0"
"465","0","0","0","0","0","0","10","4","18","40","18","1","1.2121212121212122","0"
"466","16","6","0","15","9","1","3","0","2","5","3","0","0.7142857142857143","0"
"467","12","6","1","11","3","0","1","0","66","3","3","0","0.75","1"
"468","24","10","4","36","8","2","2","0","4","2","2","0","0.5","0"
"469","25","9","3","40","10","3","0","1","103","4","0","0","4","0"
"470","0","0","0","0","0","0","16","9","119","79","23","2","1.462962962962963","0"
"471","12","4","3","22","4","1","8","0","26","27","7","3","1.4210526315789473","0"
"472","0","0","0","0","0","0","8","4","150","38","10","2","1.5833333333333333","0"
"473","0","0","0","0","0","0","16","7","122","53","23","0","1.127659574468085","0"
"474","0","0","0","0","0","0","10","2","139","14","6","0","0.7777777777777778","0"
"475","24","8","2","23","13","0","1","0","1","10","4","1","1.6666666666666667","0"
"476","0","0","0","0","0","0","9","0","9","33","21","2","1.03125","0"
"477","0","0","0","0","0","0","3","0","140","7","5","0","0.7777777777777778","0"
"478","6","4","0","6","1","0","1","1","20","10","6","0","1.25","3"
"479","0","0","0","0","0","0","2","0","85","5","3","0","0.8333333333333334","0"
"480","18","6","3","22","8","0","1","0","151","1","1","0","0.5","1"
"481","0","0","0","0","0","0","3","2","57","10","2","0","1.4285714285714286","0"
"482","6","2","1","7","3","0","1","0","59","1","1","0","0.5","0"
"483","0","0","0","0","0","0","6","0","128","7","5","0","0.5833333333333334","0"
"484","0","0","0","0","0","0","3","2","108","10","2","0","1.4285714285714286","0"
"485","0","0","0","0","0","0","9","5","147","25","5","0","1.3157894736842106","0"
"486","0","0","0","0","0","0","6","1","60","8","4","0","0.7272727272727273","0"
"487","18","7","1","14","10","0","11","3","148","31","17","0","0.96875","0"
"488","25","7","0","25","15","1","3","0","48","10","8","0","0.8333333333333334","2"
"489","28","8","3","34","16","1","3","0","92","8","3","0","1.1428571428571428","2"
"490","0","0","0","0","0","0","5","3","125","16","2","0","1.4545454545454546","0"
"491","0","0","0","0","0","0","16","4","124","27","7","0","0.9310344827586207","0"
"492","0","0","0","0","0","0","5","0","29","1","1","0","0.16666666666666666","0"
"493","0","0","0","0","0","0","12","7","34","55","13","2","1.5714285714285714","0"
"494","5","0","2","26","0","3","2","0","138","0","0","0","0","0"
"495","0","0","0","0","0","0","14","6","28","47","15","1","1.2702702702702702","0"
"496","20","7","3","47","5","5","2","1","113","10","3","0","1.4285714285714286","0"
"497","0","0","0","0","0","0","16","9","62","122","15","11","2.30188679245283","0"
"498","0","0","0","0","0","0","11","1","144","16","6","1","0.8421052631578947","0"
"499","0","0","0","0","0","0","10","2","64","20","8","0","0.9090909090909091","0"
"500","0","0","0","0","0","0","25","11","119","120","26","7","1.6666666666666667","0"
"501","18","6","6","31","5","0","13","7","26","51","11","1","1.457142857142857","2"
"502","6","0","1","20","2","2","3","2","40","49","5","6","3.0625","0"
"503","0","0","0","0","0","0","0","0","150","1","1","0","1","0"
"504","0","0","0","0","0","0","4","0","47","1","1","0","0.2","0"
"505","0","0","0","0","0","0","15","10","149","58","12","0","1.45","0"
"506","0","0","0","0","0","0","4","0","153","3","3","0","0.42857142857142855","0"
"507","25","10","7","41","7","1","5","1","46","23","11","1","1.2105263157894737","2"
"508","12","2","1","24","6","2","1","3","44","39","7","3","2.6","1"
"509","0","0","0","0","0","0","2","1","90","24","2","3","3","0"
"510","0","0","0","0","0","0","7","2","52","25","7","1","1.3157894736842106","0"
"511","20","3","4","48","8","3","4","0","88","1","1","0","0.2","0"
"512","0","0","0","0","0","0","12","7","57","83","22","3","1.6274509803921569","0"
"513","0","0","0","0","0","0","2","0","59","0","0","0","0","0"
"514","0","0","0","0","0","0","12","8","60","72","29","0","1.3333333333333333","0"
"515","24","6","2","39","13","3","4","0","48","19","3","2","1.7272727272727273","2"
"516","0","0","0","0","0","0","1","2","147","16","2","1","2.6666666666666665","0"
"517","0","0","0","0","0","0","0","1","108","4","0","0","4","0"
"518","0","0","0","0","0","0","4","3","74","15","3","0","1.5","0"
"519","6","0","2","18","2","1","3","3","93","34","5","2","2.4285714285714284","0"
"520","0","0","0","0","0","0","13","1","117","23","7","2","1","0"
"521","0","0","0","0","0","0","3","3","79","35","9","2","1.9444444444444444","0"
"522","25","5","3","33","13","0","8","2","80","29","15","0","1.0357142857142858","0"
"523","13","1","3","23","7","0","4","3","75","34","8","2","1.8888888888888888","0"
"524","0","0","0","0","0","0","1","0","130","9","3","1","1.8","0"
"525","25","6","4","51","8","3","1","0","84","1","1","0","0.5","1"
"526","13","3","2","21","7","1","1","0","86","0","0","0","0","2"
"527","19","5","3","24","10","0","1","0","155","1","1","0","0.5","0"
"528","24","11","1","24","9","1","0","0","132","1","1","0","1","1"
"529","0","0","0","0","0","0","9","1","122","15","3","1","1","0"
"530","0","0","0","0","0","0","3","0","139","1","1","0","0.25","0"
"531","0","0","0","0","0","0","11","2","1","15","7","0","0.75","0"
"532","0","0","0","0","0","0","5","0","9","4","4","0","0.4444444444444444","0"
"533","0","0","0","0","0","0","9","1","11","6","2","0","0.5","0"
"534","0","0","0","0","0","0","5","0","85","1","1","0","0.16666666666666666","0"
"535","0","0","0","0","0","0","3","0","20","1","1","0","0.25","0"
"536","8","3","0","5","5","0","6","2","17","15","5","0","1.0714285714285714","0"
"537","13","4","3","29","3","2","5","0","152","3","3","0","0.375","1"
"538","17","7","6","34","3","0","3","1","15","5","1","0","1","1"
"539","0","0","0","0","0","0","0","0","13","1","1","0","1","0"
"540","0","0","0","0","0","0","13","7","57","45","7","0","1.40625","0"
"541","7","0","3","22","2","1","6","2","59","55","13","5","1.9642857142857142","0"
"542","0","0","0","0","0","0","2","0","60","8","2","1","1.6","0"
"543","0","0","0","0","0","0","2","1","147","9","2","0","1.5","0"
"544","6","0","0","12","4","1","1","0","48","0","0","0","0","0"
"545","0","0","0","0","0","0","0","0","107","1","1","0","1","0"
"546","0","0","0","0","0","0","3","0","119","2","2","0","0.4","0"
"547","6","3","0","3","3","0","2","0","26","5","5","0","0.7142857142857143","2"
"548","0","0","0","0","0","0","3","1","40","23","1","3","2.875","0"
"549","0","0","0","0","0","0","1","0","150","27","7","3","2.25","0"
"550","0","0","0","0","0","0","2","3","87","37","9","2","2.0555555555555554","0"
"551","0","0","0","0","0","0","11","8","97","89","25","2","1.679245283018868","0"
"552","0","0","0","0","0","0","18","7","120","60","17","1","1.3043478260869565","0"
"553","13","7","0","6","6","0","5","6","46","48","10","0","1.7142857142857142","0"
"554","0","0","0","0","0","0","3","0","141","0","0","0","0","0"
"555","13","1","1","17","9","0","4","0","16","4","4","0","0.5","0"
"556","0","0","0","0","0","0","1","0","131","0","0","0","0","0"
"557","25","6","5","39","12","0","16","2","7","22","12","0","0.7096774193548387","0"
"558","0","0","0","0","0","0","9","1","10","11","7","0","0.6470588235294118","0"
"559","0","0","0","0","0","0","11","6","12","77","11","6","2.081081081081081","0"
"560","0","0","0","0","0","0","5","0","135","9","5","0","0.75","0"
"561","26","10","3","31","7","0","1","0","2","0","0","0","0","0"
"562","25","4","6","47","11","1","4","0","4","1","1","0","0.2","0"
"563","24","8","4","34","10","1","3","1","103","8","4","0","1","1"
"564","14","5","2","29","3","1","2","0","156","0","0","0","0","0"
"565","12","5","2","13","5","0","7","6","62","37","1","2","2.3125","0"
"566","0","0","0","0","0","0","8","4","144","23","7","0","1.2105263157894737","0"
"567","6","1","1","8","4","0","9","1","63","12","8","0","0.6666666666666666","0"
"568","0","0","0","0","0","0","8","0","64","13","7","0","0.7222222222222222","0"
"569","18","8","1","19","7","1","3","3","67","40","16","2","1.6666666666666667","1"
"570","25","12","2","24","10","1","5","2","94","31","6","2","1.8235294117647058","3"
"571","0","0","0","0","0","0","1","2","65","15","5","0","1.6666666666666667","0"
"572","0","0","0","0","0","0","1","0","133","6","2","0","1.2","0"
"573","13","4","3","19","5","0","1","0","134","1","1","0","0.5","0"
"574","0","0","0","0","0","0","9","2","74","14","6","0","0.8235294117647058","0"
"575","0","0","0","0","0","0","7","1","79","6","2","0","0.6","0"
"576","19","6","2","25","9","1","11","4","75","59","17","3","1.5128205128205128","2"
"577","0","0","0","0","0","0","5","3","129","19","7","0","1.2666666666666666","0"
"578","0","0","0","0","0","0","11","2","130","38","10","3","1.4074074074074074","0"
"579","0","0","0","0","0","0","3","0","157","2","2","0","0.4","0"
"580","19","4","5","37","8","1","0","1","104","12","4","0","1.7142857142857142","0"
"581","24","12","4","35","5","2","0","0","84","3","3","0","1","3"
"582","0","0","0","0","0","0","17","10","122","79","23","1","1.4107142857142858","0"
"583","0","0","0","0","0","0","2","1","11","7","3","0","1.1666666666666667","0"
"584","0","0","0","0","0","0","6","0","1","3","1","0","0.375","0"
"585","0","0","0","0","0","0","16","1","114","29","13","2","0.90625","0"
"586","0","0","0","0","0","0","1","0","9","0","0","0","0","0"
"587","0","0","0","0","0","0","3","2","20","16","6","0","1.3333333333333333","0"
"588","0","0","0","0","0","0","0","1","85","15","5","0","1.6666666666666667","0"
"589","0","0","0","0","0","0","15","2","21","21","13","0","0.7","0"
"590","0","0","0","0","0","0","6","6","124","34","8","0","1.619047619047619","0"
"591","12","3","2","16","6","0","11","3","7","32","7","1","1.3333333333333333","0"
"592","0","0","0","0","0","0","8","0","112","3","3","0","0.2727272727272727","0"
"593","0","0","0","0","0","0","19","7","142","53","13","1","1.2325581395348837","0"
"594","0","0","0","0","0","0","5","1","12","9","5","0","0.8181818181818182","0"
"595","0","0","0","0","0","0","6","2","131","47","11","4","1.88","0"
"596","0","0","0","0","0","0","1","0","10","1","1","0","0.5","0"
"597","20","6","0","22","10","1","0","0","19","3","3","0","1","1"
"598","12","1","6","34","4","1","3","0","2","2","2","0","0.4","1"
"599","19","5","6","37","6","0","0","1","4","4","0","0","4","0"
"600","0","0","0","0","0","0","10","7","57","49","12","0","1.53125","0"
